ΚΩΔΙΚΟΣ HEBIC;ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);Διεύθυνση ΕΛΛΗΝΙΚΑ;ΑΡΙΘΜΟΣ ΤΗΛΕΦΩΝΟΥ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΕΛΛΗΝΙΚΑ);ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ;ΓΡΑΦΕΙΟ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΔΙΑΔΡΟΜΗ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΕΛΛΗΝΙΚΑ);ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);Διεύθυνση ΑΓΓΛΙΚΑ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΑΓΓΛΙΚΑ);ΑΡΙΘΜΟΣ FAX;ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ_1;ΝΟΜΟΣ
140111;ΞΕΝΟΚΡΑΤΟΥΣ ;Ξενοκράτους 46;Ξενοκράτους 46;2107243879;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;106;76;ALPHA BANK;ALPHA BANK;XENOKRATOUS;ΚΟΛΩΝΑΚΙ;KOLONAKI;46, Xenokratous Street;46, Xenokratous Street;ATHENS;2107243878;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140112;ΠΥΡΓΟΥ ΑΘΗΝΩΝ;Λεωφόρος Μεσογείων 2;Λεωφόρος Μεσογείων 2;2107708311;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;115;27;ALPHA BANK;ALPHA BANK;ATHENS TOWER;ΑΜΠΕΛΟΚΗΠΟΙ;AMPELOKIPI;2, Messoghion Avenue;2, Messoghion Avenue;ATHENS;2107755264;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140113;ΔΑΦΝΗΣ;Λεωφόρος Βουλιαγμένης 181;Λεωφόρος Βουλιαγμένης 181;2109762465;ΔΑΦΝΗ;ΔΑΦΝΗΣ;172;37;ALPHA BANK;ALPHA BANK;DAPHNE;ΔΑΦΝΗ;DAPHNE;181, Vouliagmenis Avenue;181, Vouliagmenis Avenue;DAPHNE;2109754926;ΔΑΦΝΗΣ;ΑΤΤΙΚΗΣ
140115;ΚΟΛΩΝΑΚΙΟΥ;Πατριάρχου Ιωακείμ 2;Πατριάρχου Ιωακείμ 2;2107247363;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;106;74;ALPHA BANK;ALPHA BANK;KOLONAKI;ΚΟΛΩΝΑΚΙ;KOLONAKI;2, Patriarchou Ioakim Street;2, Patriarchou Ioakim Street;ATHENS;2107249145;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140116;ΣΥΓΓΡΟΥ;Λεωφόρος Συγγρού 224;Λεωφόρος Συγγρού 224;2109580891;ΚΑΛΛΙΘΕΑ;ΚΑΛΛΙΘΕΑΣ;176;72;ALPHA BANK;ALPHA BANK;SYNGROU;ΚΑΛΛΙΘΕΑ;KALLITHEA;224, Syngrou Avenue;224, Syngrou Avenue;KALLITHEA;2109590232;ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ
140117;ΕΘΝΙΚΗΣ ΟΔΟΥ ΛΑΜΙΑΣ;17o χλμ. Εθνικής Οδού Αθηνών-Λαμίας;17o χλμ. Εθνικής Οδού Αθηνών-Λαμίας;2108071824;ΝΕΑ ΚΗΦΙΣΙΑ;ΚΗΦΙΣΙΑΣ;145;64;ALPHA BANK;ALPHA BANK;ETHNIKIS ODOU LAMIAS;ΝΕΑ ΚΗΦΙΣΙΑ;NEA KIFISSIA;17th km Ethniki Odos Athinon-Lamias;17th km Ethniki Odos Athinon-Lamias;NEA KIFISSIA;2108071400;ΚΗΦΙΣΙΑΣ;ΑΤΤΙΚΗΣ
140118;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;Αγίου Αλεξάνδρου 2;Αγίου Αλεξάνδρου 2;2109827352;ΠΑΛΑΙΟ ΦΑΛΗΡΟ;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;175;61;ALPHA BANK;ALPHA BANK;PALAION PHALERON;ΠΑΛΑΙΟ ΦΑΛΗΡΟ;PALAIO PHALERO;2, Aghiou Alexandrou Street;2, Aghiou Alexandrou Street;PALAIO PHALERO;2109833304;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;ΑΤΤΙΚΗΣ
140119;ΠΑΓΚΡΑΤΙΟΥ;Ευτυχίδου 40;Ευτυχίδου 40;2103261470;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;116;34;ALPHA BANK;ALPHA BANK;PANGRATI;ΠΑΓΚΡΑΤΙ;PANGRATI;40, Eftichidou Street;40, Eftichidou Street;ATHENS;2107010483;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140120;ΦΙΛΕΛΛΗΝΩΝ;Φιλελλήνων 6;Φιλελλήνων 6;2103238542;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;105;57;ALPHA BANK;ALPHA BANK;PHILHELLINON;ΑΘΗΝΑΙ;ATHENS;6, Philhellinon Street;6, Philhellinon Street;ATHENS;2103248477;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140121;ΚΗΦΙΣΙΑΣ;Κολοκοτρώνη 1;Κολοκοτρώνη 1;2108084780;ΚΗΦΙΣΙΑ;ΚΗΦΙΣΙΑΣ;145;62;ALPHA BANK;ALPHA BANK;KIFISSIA;ΚΗΦΙΣΙΑ;KIFISSIA;1, Kolokotroni Street;1, Kolokotroni Street;KIFISSIA;2108084787;ΚΗΦΙΣΙΑΣ;ΑΤΤΙΚΗΣ
140122;ΓΛΥΦΑΔΑΣ;Δημάρχου Αγγέλου Μεταξά 21;Δημάρχου Αγγέλου Μεταξά 21;2108949415;ΓΛΥΦΑΔΑ;ΓΛΥΦΑΔΑΣ;166;75;ALPHA BANK;ALPHA BANK;GLYFADA;ΓΛΥΦΑΔΑ;GLYFADA;21, Dimarchou Angelou Metaxa Street;21, Dimarchou Angelou Metaxa Street;GLYFADA;2108949131;ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ
140123;ΚΥΨΕΛΗΣ;Σποράδων 45;Σποράδων 45;2108840111;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;113;61;ALPHA BANK;ALPHA BANK;KYPSELI;ΚΥΨΕΛΗ;KYPSELI;45, Sporadon Street;45, Sporadon Street;ATHENS;2108225571;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140124;ΜΕΡΛΙΝ ;Μέρλιν 5;Μέρλιν 5;2103644932;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;106;71;ALPHA BANK;ALPHA BANK;MERLIN;ΚΟΛΩΝΑΚΙ;KOLONAKI;5, Merlin Street;5, Merlin Street;ATHENS;2103644948;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140125;ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ;Εθνικής Αντιστάσεως 9;Εθνικής Αντιστάσεως 9;2104121721;ΠΕΙΡΑΙΕΥΣ;ΠΕΙΡΑΙΑ;185;31;ALPHA BANK;ALPHA BANK;ETHNIKIS ANTISTASSEOS;ΠΕΙΡΑΙΕΥΣ;PIRAEUS;9, Ethnikis Antistasseos Street;9, Ethnikis Antistasseos Street;PIRAEUS;2104176519;ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ
140127;ΠΑΣΑΛΙΜΑΝΙΟΥ;Γρηγορίου Λαμπράκη 156;Γρηγορίου Λαμπράκη 156;2104123457;ΠΕΙΡΑΙΕΥΣ;ΠΕΙΡΑΙΑ;185;35;ALPHA BANK;ALPHA BANK;PASSALIMANI;ΠΕΙΡΑΙΕΥΣ;PIRAEUS;156, Grigoriou Lambraki Street;156, Grigoriou Lambraki Street;PIRAEUS;2104119426;ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ
140130;ΖΩΓΡΑΦΟΥ;Λεωφόρος Παπάγου 17;Λεωφόρος Παπάγου 17;2107754305;ΖΩΓΡΑΦΟΥ;ΖΩΓΡΑΦΟΥ;157;73;ALPHA BANK;ALPHA BANK;ZOGRAFOS;ΖΩΓΡΑΦΟΥ;ZOGRAFOS;17, Papagou Avenue;17, Papagou Avenue;ZOGRAFOU;2107718598;ΖΩΓΡΑΦΟΥ;ΑΤΤΙΚΗΣ
140133;ΠΕΡΙΣΤΕΡΙΟΥ;Λεωφόρος Κωνσταντινουπόλεως 51-53;Λεωφόρος Κωνσταντινουπόλεως 51-53;2105780094;ΠΕΡΙΣΤΕΡΙ;ΠΕΡΙΣΤΕΡΙΟΥ;121;32;ALPHA BANK;ALPHA BANK;PERISTERI;ΠΕΡΙΣΤΕΡΙ;PERISTERI;51-53, Constantinoupoleos Avenue;51-53, Constantinoupoleos Avenue;PERISTERI;2105780097;ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ
140134;ΝΙΚΑΙΑΣ;7ης Μαρτίου 44, Νο 17;7ης Μαρτίου 44, Νο 17;2104916736;NIKAIA;ΝΙΚΑΙΑΣ;184;50;ALPHA BANK;ALPHA BANK;NIKEA;ΝΙΚΑΙΑ;NIKEA;17, 7th Martiou 44 Street;17, 7th Martiou 44 Street;NIKEA;2104922363;ΝΙΚΑΙΑΣ;ΑΤΤΙΚΗΣ
140135;ΗΛΙΟΥΠΟΛΕΩΣ;Λεωφόρος Ανδρέα Γ. Παπανδρέου 43;Λεωφόρος Ανδρέα Γ. Παπανδρέου 43;2109768440;ΗΛΙΟΥΠΟΛΗ;ΗΛΙΟΥΠΟΛΗΣ;163;45;ALPHA BANK;ALPHA BANK;ILIOUPOLIS;ΗΛΙΟΥΠΟΛΗ;ILIOUPOLIS;43, Andreas G. Papandreou Avenue;43, Andreas G. Papandreou Avenue;ILIOUPOLIS;2109768449;ΗΛΙΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ
140137;ΝΕΑΣ ΙΩΝΙΑΣ;Λεωφόρος Ηρακλείου 273;Λεωφόρος Ηρακλείου 273;2102754962;ΝΕΑ ΙΩΝΙΑ;ΝΕΑΣ ΙΩΝΙΑΣ;142;31;ALPHA BANK;ALPHA BANK;NEA IONIA;ΝΕΑ ΙΩΝΙΑ;NEA IONIA;273, Irakliou Avenue;273, Irakliou Avenue;NEA IONIA;2102754205;ΝΕΑΣ ΙΩΝΙΑΣ;ΑΤΤΙΚΗΣ
140138;ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;Αγίου Ιωάννου 44-46;Αγίου Ιωάννου 44-46;2106011753;ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ;ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;153;42;ALPHA BANK;ALPHA BANK;AGHIA PARASKEVI;ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ;AGHIA PARASKEVI;44-46, Aghiou Ioannou Street;44-46, Aghiou Ioannou Street;AGHIA PARASKEVI;2106394428;ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;ΑΤΤΙΚΗΣ
140139;ΝΕΑΣ ΚΗΦΙΣΙΑΣ;Ιλισίων 28;Ιλισίων 28;2106257385;ΚΗΦΙΣΙΑ;ΚΗΦΙΣΙΑΣ;145;64;ALPHA BANK;ALPHA BANK;NEA KIFISSIA;ΚΗΦΙΣΙΑ;KIFISSIA;28, Ilission Street;28, Ilission Street;KIFISSIA;2106250118;ΚΗΦΙΣΙΑΣ;ΑΤΤΙΚΗΣ
140141;ΓΑΛΑΤΣΙΟΥ ;Αγίας Γλυκερίας 5;Αγίας Γλυκερίας 5;2102223762;ΓΑΛΑΤΣΙ;ΓΑΛΑΤΣΙΟΥ;111;47;ALPHA BANK;ALPHA BANK;GALATSI;ΓΑΛΑΤΣΙ;GALATSI;5, Aghias Glykerias Street;5, Aghias Glykerias Street;GALATSI;2102925855;ΓΑΛΑΤΣΙΟΥ;ΑΤΤΙΚΗΣ
140142;ΛΕΩΦΟΡΟΥ ΑΛΕΞΑΝΔΡΑΣ;Λεωφόρος Αλεξάνδρας 158Α;Λεωφόρος Αλεξάνδρας 158Α;2106436043;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;114;71;ALPHA BANK;ALPHA BANK;LEOFOROU ALEXANDRAS;ΑΘΗΝΑΙ;ATHENS;158A, Alexandras Avenue;158A, Alexandras Avenue;ATHENS;2106434840;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140143;ΒΟΥΛΑΣ ;Λεωφόρος Βασιλέως Παύλου 69;Λεωφόρος Βασιλέως Παύλου 69;2108992075;ΒΟΥΛΑ;ΒΟΥΛΑΣ;166;73;ALPHA BANK;ALPHA BANK;VOULA;ΒΟΥΛΑ;VOULA;69, Vassileos Pavlou Avenue;69, Vassileos Pavlou Avenue;VOULA;2108990251;ΒΟΥΛΑΣ;ΑΤΤΙΚΗΣ
140144;ΝΕΟΥ ΦΑΛΗΡΟΥ;Αθηνών-Πειραιώς 74Α;Αθηνών-Πειραιώς 74Α;2104830200;ΠΕΙΡΑΙΕΥΣ;ΠΕΙΡΑΙΑ;185;47;ALPHA BANK;ALPHA BANK;NEON PHALERON;ΝΕΟ ΦΑΛΗΡΟ;NEO PHALERO;74A, Athinon-Pireos Street;74A, Athinon-Pireos Street;PIRAEUS;2104828648;ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ
140145;ΧΑΛΑΝΔΡΙΟΥ;Ανδρέα Παπανδρέου 18;Ανδρέα Παπανδρέου 18;2108774562;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;32;ALPHA BANK;ALPHA BANK;HALANDRI;ΧΑΛΑΝΔΡΙ;HALANDRI;18, Andrea Papandreou Street;18, Andrea Papandreou Street;HALANDRI;2106833510;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
140146;ΑΜΑΡΟΥΣΙΟΥ;Λεωφόρος Κηφισίας 60;Λεωφόρος Κηφισίας 60;2106197710;ΑΜΑΡΟΥΣΙΟ;ΑΜΑΡΟΥΣΙΟΥ;151;25;ALPHA BANK;ALPHA BANK;AMAROUSSION;ΑΜΑΡΟΥΣΙΟ;AMAROUSSIO;60, Kifissias Avenue;60, Kifissias Avenue;AMAROUSSIO;2106197716;ΑΜΑΡΟΥΣΙΟΥ;ΑΤΤΙΚΗΣ
140147;ΚΟΡΩΠΙΟΥ;Βασιλέως Κωνσταντίνου 190;Βασιλέως Κωνσταντίνου 190;2106625955;ΚΟΡΩΠΙ;ΚΟΡΩΠΙΟΥ;194;0;ALPHA BANK;ALPHA BANK;KOROPI;ΚΟΡΩΠΙ;KOROPI;190, Vassileos Constantinou Street;190, Vassileos Constantinou Street;KOROPI;2106625956;ΚΟΡΩΠΙΟΥ;ΑΤΤΙΚΗΣ
140148;ΠΕΥΚΗΣ ;Λεωφόρος Ειρήνης 37 ;Λεωφόρος Ειρήνης 37 ;2108029215;ΠΕΥΚΗ;ΠΕΥΚΗΣ;151;21;ALPHA BANK;ALPHA BANK;PEFKI;ΠΕΥΚΗ;PEFKI;37, Irinis Avenue;37, Irinis Avenue;PEFKI;2108054243;ΠΕΥΚΗΣ;ΑΤΤΙΚΗΣ
140149;ΣΥΓΓΡΟΥ-ΦΙΞ;Λεωφόρος Συγγρού 80-88;Λεωφόρος Συγγρού 80-88;2109242760;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;117;41;ALPHA BANK;ALPHA BANK;SYNGROU-FIX;ΚΟΥΚΑΚΙ;KOUKAKI;80-88, Syngrou Avenue;80-88, Syngrou Avenue;ATHENS;2109242764;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140150;ΑΧΑΡΝΩΝ;Αχαρνών 364;Αχαρνών 364;2102011742;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;111;45;ALPHA BANK;ALPHA BANK;ACHARNON;ΑΘΗΝΑΙ;ATHENS;364, Acharnon Street;364, Acharnon Street;ATHENS;2102020784;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140151;ΑΙΓΑΛΕΩ;Ιερά Οδός 275;Ιερά Οδός 275;2105311339;ΑΙΓΑΛΕΩ;ΑΙΓΑΛΕΩ;122;44;ALPHA BANK;ALPHA BANK;AIGALEO;ΑΙΓΑΛΕΩ;AIGALEO;275, Iera Odos Street;275, Iera Odos Street;AIGALEO;2105311395;ΑΙΓΑΛΕΩ;ΑΤΤΙΚΗΣ
140152;ΓΟΥΔΗ ;Παπαδιαμαντοπούλου 154;Παπαδιαμαντοπούλου 154;2107754614;ΖΩΓΡΑΦΟY;ΖΩΓΡΑΦΟΥ;157;73;ALPHA BANK;ALPHA BANK;GOUDI;ΓΟΥΔΗ;GOUDI;154, Papadiamantopoulou Street;154, Papadiamantopoulou Street;ZOGRAFOS;2107752558;ΖΩΓΡΑΦΟΥ;ΑΤΤΙΚΗΣ
140153;ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ;Λεωφόρος Κηφισίας 340;Λεωφόρος Κηφισίας 340;2108000613;ΚΗΦΙΣΙΑ;ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ;145;63;ALPHA BANK;ALPHA BANK;NEA ERYTHRAIA;ΝΕΑ ΕΡΥΘΡΑΙΑ;NEA ERYTHRAIA;340, Kifissias Avenue;340, Kifissias Avenue;KIFISSIA;2106250274;ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ;ΑΤΤΙΚΗΣ
140154;ΕΛΛΗΝΙΚΟΥ;Λεωφόρος Βουλιαγμένης 106;Λεωφόρος Βουλιαγμένης 106;2109647250;ΕΛΛΗΝΙΚΟ;ΕΛΛΗΝΙΚΟΥ;167;77;ALPHA BANK;ALPHA BANK;ELLINIKON;ΕΛΛΗΝΙΚΟΥ;HELLINIKO;106, Vouliagmenis Avenue;106, Vouliagmenis Avenue;HELLINIKO;2109647251;ΕΛΛΗΝΙΚΟΥ;ΑΤΤΙΚΗΣ
140155;EDEN MARE;Λεωφόρος Ποσειδώνος 73;Λεωφόρος Ποσειδώνος 73;2109880294;ΠΑΛΑΙΟ ΦΑΛΗΡΟ;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;175;62;ALPHA BANK;ALPHA BANK;EDEN MARE;ΠΑΛΑΙΟ ΦΑΛΗΡΟ;PALAIO PHALERO;73, Poseidonos Avenue;73, Poseidonos Avenue;PALAIO PHALERO;2109881324;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;ΑΤΤΙΚΗΣ
140156;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;Αγίου Δημητρίου 35;Αγίου Δημητρίου 35;2109764060;ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;173;43;ALPHA BANK;ALPHA BANK;AGHIOS DIMITRIOS;ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ;AGHIOS DIMITRIOS;35, Aghiou Dimitriou Street;35, Aghiou Dimitriou Street;AGHIOS DIMITRIOS;2109764059;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;ΑΤΤΙΚΗΣ
140158;ΧΟΛΑΡΓΟΥ;Λεωφόρος Μεσογείων 258-260;Λεωφόρος Μεσογείων 258-260;2106544250;ΧΟΛΑΡΓΟΣ;ΧΟΛΑΡΓΟΥ;155;61;ALPHA BANK;ALPHA BANK;CHOLARGOS;ΧΟΛΑΡΓΟΣ;CHOLARGOS;258-260, Messoghion Avenue;258-260, Messoghion Avenue;CHOLARGOS;2106543164;ΧΟΛΑΡΓΟΥ;ΑΤΤΙΚΗΣ
140159;ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ;Δεκελείας 87-89;Δεκελείας 87-89;2102584135;ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ;ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ;143;41;ALPHA BANK;ALPHA BANK;NEA PHILADELPHIA;ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ;NEA PHILADELPHIA;87-89, Dekelias Street;87-89, Dekelias Street;NEA PHILADELPHIA;2102584134;ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ;ΑΤΤΙΚΗΣ
140160;ΠΟΡΟΥ;Πλατεία Ηρώων ;Πλατεία Ηρώων ;2298025923;ΠΟΡΟΣ-ΤΡΟΙΖΗΝΙΑ;ΠΟΡΟΥ;180;20;ALPHA BANK;ALPHA BANK;POROS;ΠΟΡΟΣ;POROS ;Iroon Square;Iroon Square;POROS-TRIZINIA;2298025924;ΠΟΡΟΥ;ΑΤΤΙΚΗΣ
140161;ΑΙΓΙΝΗΣ;Λεωφόρος Δημοκρατίας;Λεωφόρος Δημοκρατίας;2297027941;ΑΙΓΙΝΑ;ΑΙΓΙΝΗΣ;180;10;ALPHA BANK;ALPHA BANK;AEGINA;ΑΙΓΙΝΑ;AEGINA;Democratias Avenue;Democratias Avenue;AEGINA;2297027945;ΑΙΓΙΝΗΣ;ΑΤΤΙΚΗΣ
140162;ΠΛΑΤΕΙΑΣ ΑΜΕΡΙΚΗΣ;Πατησίων 172;Πατησίων 172;2108661473;AΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;112;57;ALPHA BANK;ALPHA BANK;AMERIKIS SQUARE;ΑΘΗΝΑΙ;ATHENS;172, Patission Street;172, Patission Street;ATHENS;2108661472;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140163;ΔΡΟΣΙΑΣ;Λεωφόρος Σταμάτας 1;Λεωφόρος Σταμάτας 1;2106216754;ΣΤΑΜΑΤΑ;ΣΤΑΜΑΤΑΣ;145;75;ALPHA BANK;ALPHA BANK;DROSSIA;ΔΡΟΣΙΑ;DROSSIA;1, Stamatas Avenue;1, Stamatas Avenue;STAMATA;2106216492;ΣΤΑΜΑΤΑΣ;ΑΤΤΙΚΗΣ
140166;ΠΑΝΟΡΜΟΥ;Λουίζης Ριανκούρ 64;Λουίζης Ριανκούρ 64;2106984044;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;115;23;ALPHA BANK;ALPHA BANK;PANORMOU;ΑΜΠΕΛΟΚΗΠΟΙ;AMPELOKIPI;64, Louisis Riancour Street;64, Louisis Riancour Street;ATHENS;2106984043;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140167;ΠΑΤΗΣΙΩΝ;Πατησίων 302Α;Πατησίων 302Α;2102110365;ΑΘΗΝΑΙ;ΑΘΗΝΑΙΩΝ;111;41;ALPHA BANK;ALPHA BANK;PATISSION;ΠΑΤΗΣΙΑ;PATISSIA;302A, Patission Street;302A, Patission Street;ATHENS;2102110462;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140168;ΕΛΕΥΣΙΝΑΣ;Ηρώων Πολυτεχνείου 4-6;Ηρώων Πολυτεχνείου 4-6;2105561447;ΕΛΕΥΣΙNA;ΕΛΕΥΣΙΝΑΣ;192;0;ALPHA BANK;ALPHA BANK;ELEFSIS;ΕΛΕΥΣΙΝΑ;ELEFSIS;4-6, Iroon Polytechniou Street;4-6, Iroon Polytechniou Street;ELEFSINA;2105561444;ΕΛΕΥΣΙΝΑΣ;ΑΤΤΙΚΗΣ
140169;ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ;Λεωφόρος Δημοκρατίας 92;Λεωφόρος Δημοκρατίας 92;2102634391;ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ;ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ;135;61;ALPHA BANK;ALPHA BANK;AGHIOI ANARGYRI;ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ;AGHIOI ANARGYRI;92, Democratias Avenue;92, Democratias Avenue;AGHIOI ANARGYRI;2102691915;ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ;ΑΤΤΙΚΗΣ
140170;ΒΡΙΛΗΣΣΙΩΝ;Λεωφόρος Πεντέλης 31;Λεωφόρος Πεντέλης 31;2106130293;ΒΡΙΛΗΣΣΙΑ;ΒΡΙΛΗΣΣΙΩΝ;152;35;ALPHA BANK;ALPHA BANK;VRILISSIA;ΒΡΙΛΗΣΣΙΑ;VRILISSIA;31, Pendelis Avenue;31, Pendelis Avenue;VRILISSIA;2106130419;ΒΡΙΛΗΣΣΙΩΝ;ΑΤΤΙΚΗΣ
140171;ΠΛΑΤΕΙΑΣ ΚΑΣΤΑΛΙΑΣ;Βασιλίσσης Σοφίας 48;Βασιλίσσης Σοφίας 48;2106145360;ΑΜΑΡΟΥΣΙΟ;ΑΜΑΡΟΥΣΙΟ;151;24;ALPHA BANK;ALPHA BANK;KASTALIAS SQUARE;ΑΜΑΡΟΥΣΙΟ ;AMAROUSSIO;48, Vassilissis Sophias Street;48, Vassilissis Sophias Street;AMAROUSSIO;2108063656;ΑΜΑΡΟΥΣΙΟ;ΑΤΤΙΚΗΣ
140172;ΒΥΡΩΝΟΣ;Νεαπόλεως 22;Νεαπόλεως 22;2107646922;ΒΥΡΩΝΑΣ;ΒΥΡΩΝΑ;162;32;ALPHA BANK;ALPHA BANK;BYRON;ΒΥΡΩΝΑΣ;BYRON;22, Neapoleos Street;22, Neapoleos Street;BYRON;2107646926;ΒΥΡΩΝΑ;ΑΤΤΙΚΗΣ
140173;ΠΑΛΛΗΝΗΣ;Λεωφόρος Μαραθώνος 56;Λεωφόρος Μαραθώνος 56;2106668224;ΠΑΛΛΗΝΗ;ΠΑΛΛΗΝΗ;153;51;ALPHA BANK;ALPHA BANK;PALLINI;ΠΑΛΛΗΝΗ;PALLINI;56, Marathonos Avenue;56, Marathonos Avenue;PALLINI;2106668222;ΠΑΛΛΗΝΗ;ΑΤΤΙΚΗΣ
140174;ΚΟΡΥΔΑΛΛΟΥ;Πλατεία Ελευθερίας 24;Πλατεία Ελευθερίας 24;2104944275;ΚΟΡΥΔΑΛΛΟΣ;ΚΟΡΥΔΑΛΛΟΥ;181;20;ALPHA BANK;ALPHA BANK;KORYDALLOS;ΚΟΡΥΔΑΛΛΟΣ;KORYDALLOS;24, Eleftherias Square;24, Eleftherias Square;KORYDALLOS;2104944874;ΚΟΡΥΔΑΛΛΟΥ;ΑΤΤΙΚΗΣ
